current_rating
2187
1997
1894
1889
2639
1793
2283
1497
2282
1397
999
1697
1399
1884
1496
1497
1398
1496
1298
1888
998
1496
2198
1992
999
2090
2178
1698
2495
2176
1498
2185
2576
999
1299
1892
999
1798
2875
1897
2286
1883
1988
1884
1792
1298
3066
999
2993
2188
1698
1886
2482
1099
1697
1896
1897
2090
2393
2382
2510
1099
1997
1099
999
2096
